Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;Features;Folds;Hyper Params.;Model
DecisionTreeClassifier;0.1587;0.1124;0.1587;0.0815;0.3636;0.25;0.3636;0.281;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 355};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=355)
DecisionTreeClassifier;0.0833;0.0556;0.0833;0.0521;0.2857;0.2429;0.2857;0.219;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 628};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=628)
DecisionTreeClassifier;0.4;0.3333;0.4;0.2933;0.1667;0.0278;0.1667;0.0476;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 887};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=887)
DecisionTreeClassifier;0.1905;0.1508;0.1905;0.0963;0.2;0.2;0.2;0.2;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 177};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=177)
SVC;0.36;0.2033;0.36;0.2103;0.3333;0.125;0.3333;0.1778;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 1, 'kernel': 'linear', 'random_state': 692};SVC(C=1, kernel='linear', random_state=692)
DecisionTreeClassifier;0.2381;0.1571;0.2381;0.1233;0.3;0.17;0.3;0.2048;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 177};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=177)
DecisionTreeClassifier;0.2937;0.3228;0.2937;0.2074;0.2727;0.0818;0.2727;0.1259;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 177};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=177)
LogisticRegression;0.3333;0.3127;0.3333;0.2666;0.2;0.1143;0.2;0.1455;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 430, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=430)"
KNeighborsClassifier;0.3583;0.2396;0.3583;0.2617;0.375;0.2083;0.375;0.25;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
SVC;0.4286;0.3175;0.4286;0.3;0.2;0.1667;0.2;0.1643;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'kernel': 'linear', 'random_state': 155};SVC(C=0.1, kernel='linear', random_state=155)
RandomForestClassifier;0.16;0.1033;0.16;0.092;0.1667;0.1667;0.1667;0.1667;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 20, 'random_state': 479};RandomForestClassifier(n_estimators=20, random_state=479)
MLPClassifier;0.25;0.2118;0.25;0.1533;0.4286;0.6071;0.4286;0.4143;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 663, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=663)
KNeighborsClassifier;0.44;0.3133;0.44;0.3311;0.1667;0.0833;0.1667;0.1111;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.3583;0.2507;0.3583;0.2236;0.125;0.125;0.125;0.125;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
LogisticRegression;0.29;0.2;0.29;0.1782;0.2857;0.1667;0.2857;0.2095;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'penalty': 'l2', 'random_state': 742, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=742)"
DecisionTreeClassifier;0.2381;0.1587;0.2381;0.1581;0.4;0.3238;0.4;0.3175;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 786};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=786)
KNeighborsClassifier;0.4917;0.3861;0.4917;0.3152;0.375;0.225;0.375;0.2679;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
KNeighborsClassifier;0.381;0.3317;0.381;0.2455;0.3;0.2333;0.3;0.26;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
DecisionTreeClassifier;0.1833;0.1;0.1833;0.1036;0.5;0.4583;0.5;0.425;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 729};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=729)
DecisionTreeClassifier;0.3417;0.2583;0.3417;0.2417;0.125;0.0417;0.125;0.0625;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 729};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=729)
KNeighborsClassifier;0.375;0.2222;0.375;0.221;0.2857;0.2857;0.2857;0.2667;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
LogisticRegression;0.25;0.2722;0.25;0.1644;0.2857;0.2143;0.2857;0.2381;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'C': 1, 'penalty': 'l2', 'random_state': 910, 'solver': 'lbfgs'};"LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=910)"
KNeighborsClassifier;0.36;0.26;0.36;0.2337;0.3333;0.2222;0.3333;0.2667;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
LogisticRegression;0.21;0.155;0.21;0.102;0.2857;0.1667;0.2857;0.2095;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 311, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=311)"
RandomForestClassifier;0.2583;0.1889;0.2583;0.1528;0.125;0.125;0.125;0.125;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 233};RandomForestClassifier(n_estimators=5, random_state=233)
DecisionTreeClassifier;0.12;0.1067;0.12;0.0893;0.3333;0.1667;0.3333;0.2167;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 627};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=627)
LogisticRegression;0.2167;0.1236;0.2167;0.1094;0.25;0.0833;0.25;0.125;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'C': 0.1, 'penalty': 'l2', 'random_state': 247, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=247)"
KNeighborsClassifier;0.4;0.29;0.4;0.282;0.3333;0.25;0.3333;0.2778;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
LogisticRegression;0.225;0.1361;0.225;0.1587;0.25;0.25;0.25;0.25;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'penalty': 'l2', 'random_state': 247, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=247)"
LogisticRegression;0.0833;0.0486;0.0833;0.0367;0.125;0.0357;0.125;0.0556;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'C': 0.1, 'penalty': 'l2', 'random_state': 910, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=910)"
SVC;0.25;0.1192;0.25;0.1267;0.2857;0.1667;0.2857;0.2095;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'kernel': 'linear', 'random_state': 449};SVC(C=0.1, kernel='linear', random_state=449)
LogisticRegression;0.1508;0.0754;0.1508;0.0741;0.2727;0.0744;0.2727;0.1169;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 799, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=799)"
DecisionTreeClassifier;0.2063;0.1409;0.2063;0.1156;0.1818;0.0909;0.1818;0.1212;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 182};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=182)
RandomForestClassifier;0.125;0.0833;0.125;0.0583;0.25;0.2083;0.25;0.225;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 20, 'random_state': 222};RandomForestClassifier(n_estimators=20, random_state=222)
RandomForestClassifier;0.1905;0.1857;0.1905;0.1196;0.3;0.35;0.3;0.32;0.3333;0.3333;0.3333;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 10, 'random_state': 528};RandomForestClassifier(n_estimators=10, random_state=528)
LogisticRegression;0.44;0.3133;0.44;0.322;0.1667;0.0833;0.1667;0.1111;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 1, 'penalty': 'l2', 'random_state': 728, 'solver': 'lbfgs'};"LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=728)"
KNeighborsClassifier;0.32;0.19;0.32;0.1993;0.5;0.2778;0.5;0.35;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
DecisionTreeClassifier;0.2857;0.254;0.2857;0.2237;0.3;0.4833;0.3;0.2686;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 182};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=182)
LogisticRegression;0.3167;0.2472;0.3167;0.1851;0.25;0.25;0.25;0.25;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'penalty': 'l2', 'random_state': 647, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=647)"
LogisticRegression;0.2857;0.2294;0.2857;0.1779;0.3;0.175;0.3;0.2091;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 430, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=430)"
DecisionTreeClassifier;0.24;0.1933;0.24;0.1344;0.1667;0.1111;0.1667;0.1333;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 941};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=941)
DecisionTreeClassifier;0.36;0.2867;0.36;0.2467;0.1667;0.0417;0.1667;0.0667;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 941};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=941)
SVC;0.3333;0.254;0.3333;0.2481;0.2;0.15;0.2;0.1667;0.3333;0.3333;0.3333;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'kernel': 'linear', 'random_state': 393};SVC(C=0.1, kernel='linear', random_state=393)
LogisticRegression;0.3333;0.2937;0.3333;0.2583;0.3;0.175;0.3;0.219;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'C': 1, 'penalty': 'l2', 'random_state': 234, 'solver': 'lbfgs'};"LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=234)"
LogisticRegression;0.3;0.2347;0.3;0.2096;0.25;0.0833;0.25;0.125;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'penalty': 'l2', 'random_state': 314, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=314)"
LogisticRegression;0.25;0.1736;0.25;0.1456;0.4286;0.3571;0.4286;0.381;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'C': 1, 'penalty': 'l2', 'random_state': 314, 'solver': 'lbfgs'};"LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=314)"
LogisticRegression;0.17;0.0833;0.17;0.072;0.4286;0.2571;0.4286;0.3061;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'penalty': 'l2', 'random_state': 327, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=327)"
LogisticRegression;0.37;0.2303;0.37;0.2569;0.1429;0.0714;0.1429;0.0952;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 1, 'penalty': 'l2', 'random_state': 439, 'solver': 'lbfgs'};"LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=439)"
RandomForestClassifier;0.16;0.0833;0.16;0.0917;0.3333;0.1667;0.3333;0.2222;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 970};RandomForestClassifier(n_estimators=10, random_state=970)
KNeighborsClassifier;0.48;0.37;0.48;0.3303;0.0;0.0;0.0;0.0;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
KNeighborsClassifier;0.4286;0.2714;0.4286;0.2485;0.5;0.58;0.5;0.4076;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
KNeighborsClassifier;0.475;0.3847;0.475;0.3156;0.25;0.1875;0.25;0.2083;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
RandomForestClassifier;0.16;0.12;0.16;0.1133;0.3333;0.1333;0.3333;0.1905;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 970};RandomForestClassifier(n_estimators=5, random_state=970)
RandomForestClassifier;0.5238;0.4365;0.5238;0.4326;0.1;0.0286;0.1;0.0444;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 10, 'random_state': 183};RandomForestClassifier(n_estimators=10, random_state=183)
KNeighborsClassifier;0.48;0.34;0.48;0.3267;0.0;0.0;0.0;0.0;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
KNeighborsClassifier;0.36;0.2367;0.36;0.2403;0.5;0.5417;0.5;0.4556;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
SVC;0.4583;0.3632;0.4583;0.3224;0.2857;0.2857;0.2857;0.2667;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'C': 1, 'kernel': 'rbf', 'random_state': 169};SVC(C=1, random_state=169)
KNeighborsClassifier;0.3333;0.3016;0.3333;0.2044;0.1;0.05;0.1;0.0667;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'uniform'};KNeighborsClassifier(n_neighbors=11)
KNeighborsClassifier;0.3083;0.2326;0.3083;0.1767;0.5;0.375;0.5;0.4226;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'uniform'};KNeighborsClassifier(n_neighbors=7)
KNeighborsClassifier;0.275;0.2333;0.275;0.1471;0.375;0.1875;0.375;0.25;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'uniform'};KNeighborsClassifier(n_neighbors=9)
MLPClassifier;0.1905;0.1587;0.1905;0.1322;0.1;0.1;0.1;0.1;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 485, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=485)
KNeighborsClassifier;0.375;0.2639;0.375;0.2374;0.4286;0.3214;0.4286;0.3429;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
KNeighborsClassifier;0.21;0.1417;0.21;0.1227;0.5714;0.3333;0.5714;0.419;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'uniform'};KNeighborsClassifier(n_neighbors=13)
KNeighborsClassifier;0.4;0.3267;0.4;0.2467;0.1667;0.0333;0.1667;0.0556;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'uniform'};KNeighborsClassifier(n_neighbors=7)
KNeighborsClassifier;0.32;0.2733;0.32;0.23;0.1667;0.1111;0.1667;0.1333;0.3333;0.3333;0.3333;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
KNeighborsClassifier;0.2857;0.131;0.2857;0.135;0.3;0.1571;0.3;0.1889;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1)
KNeighborsClassifier;0.4;0.3513;0.4;0.2777;0.3333;0.25;0.3333;0.2778;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
KNeighborsClassifier;0.3083;0.216;0.3083;0.1825;0.375;0.225;0.375;0.2679;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.2167;0.1431;0.2167;0.1126;0.5;0.3333;0.5;0.375;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'uniform'};KNeighborsClassifier(n_neighbors=11)
KNeighborsClassifier;0.3333;0.1979;0.3333;0.2033;0.1429;0.2143;0.1429;0.1714;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'uniform'};KNeighborsClassifier(n_neighbors=7)
KNeighborsClassifier;0.36;0.2333;0.36;0.2617;0.5;0.3333;0.5;0.3889;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
RandomForestClassifier;0.36;0.34;0.36;0.2933;0.1667;0.1667;0.1667;0.1667;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 682};RandomForestClassifier(n_estimators=10, random_state=682)
LogisticRegression;0.32;0.3;0.32;0.2267;0.1667;0.1667;0.1667;0.1667;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 993, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=993)"
KNeighborsClassifier;0.3417;0.2597;0.3417;0.2292;0.125;0.0625;0.125;0.0833;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
LogisticRegression;0.12;0.0633;0.12;0.056;0.5;0.3;0.5;0.3571;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 989, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=989)"
DecisionTreeClassifier;0.2583;0.1465;0.2583;0.1637;0.375;0.1833;0.375;0.2429;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 90};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=90)
DecisionTreeClassifier;0.4762;0.4325;0.4762;0.35;0.3;0.1524;0.3;0.2;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 754};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=754)
RandomForestClassifier;0.12;0.0633;0.12;0.061;0.3333;0.125;0.3333;0.1778;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 970};RandomForestClassifier(n_estimators=5, random_state=970)
MLPClassifier;0.254;0.2407;0.254;0.1274;0.1818;0.0727;0.1818;0.1039;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 693, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=693)
SVC;0.38;0.2513;0.38;0.2304;0.2857;0.1905;0.2857;0.2143;0.5;0.25;0.5;0.3333;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'kernel': 'linear', 'random_state': 454};SVC(C=0.1, kernel='linear', random_state=454)
DecisionTreeClassifier;0.1508;0.127;0.1508;0.0648;0.3636;0.1932;0.3636;0.2397;0.5;0.25;0.5;0.3333;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 754};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=754)
